url,lastId
https://www.youtube.com/@DlaPieni%C4%99dzy/videos",
https://www.youtube.com/@KanalZeroPL/videos,
https://www.youtube.com/@FinansowaTV/videos,
https://www.youtube.com/@MarcinIwu%C4%87FBO/videos,
https://www.youtube.com/@kanal_horyzonty/videos,
https://www.youtube.com/@analizylive8774/videos,
https://www.youtube.com/@FinancialEducation/videos,
https://www.youtube.com/@WhiteBoardFinance/videos,
https://www.youtube.com/@GrahamStephan/videos,
https://www.youtube.com/@KanaFinansowy/videos,
https://www.youtube.com/@KanalBiznesowyPL/videos,
https://www.youtube.com/@mr_pankracy/videos,
https://www.youtube.com/@zawodinwestor/videos,
https://www.youtube.com/@AndreiJikh/videos,
https://www.youtube.com/@bravosresearch/videos,
https://www.youtube.com/@FoxBusiness/videos,
https://www.youtube.com/@MeetKevin/videos,
https://www.youtube.com/@KubaMidel/videos,
https://www.youtube.com/@TomBilyeu/videos,
https://www.youtube.com/@DefiantGatekeeper/videos,
https://www.youtube.com/@Praktycznieopieniadzach/videos,
https://www.youtube.com/@TLDRnewsGLOBAL/videos,
https://www.youtube.com/@wstruthbombs/videos,
https://www.youtube.com/@PhilKonieczny/videos,
https://www.youtube.com/@TradewithPat/videos,
https://www.youtube.com/@FinanceBureauOfficial/videos,
https://www.youtube.com/@ThePlainBagel/videos,
https://www.youtube.com/@mambafx/videos,
https://www.youtube.com/@tradesbysci/videos,
https://www.youtube.com/@FxMag/videos,
https://www.youtube.com/@Nanalyze/videos,
https://www.youtube.com/@CNBCtelevision/videos,
https://www.youtube.com/@CNBC/videos,
https://www.youtube.com/@josephhogue/videos,
https://www.youtube.com/@thetradingchannel/videos,
https://www.youtube.com/@EconomicsExplained/videos,
https://www.youtube.com/@NewMoneyYouTube/videos,
https://www.youtube.com/@TechLead/videos,
https://www.youtube.com/@fxalexg__/videos,
https://www.youtube.com/@TJRTrades/videos,
https://www.youtube.com/@cointrolfreak/videos,
https://www.youtube.com/@TomNashTV/videos,
https://www.youtube.com/@business/videos,
